"idx","us","br","gb"
"2001-03-06",32.420483050389464,36.21090165483985,31.95616873194116
"2001-03-07",33.32530083064971,36.97223678620454,32.86365969360201
"2001-03-08",33.53995679731427,37.656379516934855,33.716259485952634
"2001-03-09",34.09454766231588,38.65281389252113,34.08875738822538
"2001-03-10",34.82433189848469,39.068347239081,34.7134773592975
"2001-03-11",35.7997134547995,39.756476589570845,35.61942697855144
"2001-03-12",36.5542402714315,39.94302386762484,36.60411117240719
"2001-03-13",36.563499484239244,40.13494858986691,37.410101872014415
"2001-03-14",37.09481335458162,40.783504759819046,38.23475262712286
"2001-03-15",37.3217762108968,41.36053070949008,39.12632625891739
"2001-03-16",38.260237563053764,41.40040278788236,39.3655482679372
"2001-03-17",38.815336640165995,41.47753187964478,39.57633658344802
"2001-03-18",39.15051916536756,41.91283744606791,39.69181724640517
"2001-03-19",39.186848029829555,42.48125341884017,39.858950283507696
"2001-03-20",40.06418800822077,42.620732164648196,40.050762813148346
"2001-03-21",41.0217639865891,43.51216118919932,40.18340447442509
"2001-03-22",41.73316604981429,44.01180818829203,40.42216405283184
"2001-03-23",42.71316842541793,44.80438460772755,40.80537857921367
"2001-03-24",43.02904152078861,44.81929374491435,41.48605983221515
"2001-03-25",43.0961915632634,44.89239965314182,42.130595162344775
"2001-03-26",43.65406301957884,45.79863117424366,42.46698220344084
"2001-03-27",43.68726610935392,46.22120233792601,43.41519194503064
"2001-03-28",44.04977955719741,46.64998080211903,44.115534087274035
"2001-03-29",44.19601089014103,47.137736480270334,44.580342066084
"2001-03-30",45.07883373374638,47.516660003402656,44.86707773279149
"2001-03-31",45.691907901794124,47.567435747068636,45.282610669780034
"2001-04-01",46.5559534095706,47.9054457722308,45.879585139567276
"2001-04-02",47.01733612709244,48.05222936759338,46.22766144567813
"2001-04-03",47.87920120978931,48.07008997628653,46.436272962695774
"2001-04-04",48.696296417305746,48.18899412046391,47.36882841145096
"2001-04-05",49.650858785836704,49.14395184310809,48.30193791402346
"2001-04-06",49.663597701357695,49.14944623643255,49.158702019401666
"2001-04-07",50.31353726402042,50.147462997977826,49.73797082240922
"2001-04-08",51.06521774229407,50.46032496403324,50.60955172694845
"2001-04-09",51.867233406725205,51.10895006357153,51.45119033774181
"2001-04-10",52.52678821295934,51.801034191614235,52.43413579427878
"2001-04-11",52.73430636138168,52.57007807090246,52.62470290171302
"2001-04-12",53.66493539170083,53.373812500312404,53.223706467733585
"2001-04-13",54.49321116311911,54.35307782811992,53.485718526936644
"2001-04-14",54.941814936420386,55.17384205329844,54.38456623872299
"2001-04-15",55.89741701106723,55.7032832239865,54.791443423494485
"2001-04-16",56.76466575518687,56.23711714639048,54.88794777966056
"2001-04-17",56.83474865778986,57.11431311851265,55.81821459928853
"2001-04-18",57.615704718608136,57.51373100370571,56.41454694461171
"2001-04-19",58.02952660412551,57.69994037981328,56.559280222257364
"2001-04-20",58.85510418086046,57.8933443395413,57.45899304222819
"2001-04-21",59.803290663375535,58.84039339201289,57.461530752494035
"2001-04-22",60.78332983885637,59.60748577559739,57.66579444613515
"2001-04-23",60.98044859054335,60.06595923936915,57.7316113861469
"2001-04-24",61.238465436676144,60.07373064712169,58.09341715454153
"2001-04-25",61.283818427064006,60.38517689849308,58.40782060574152
"2001-04-26",61.58497174560952,60.85937012384294,59.117459066542864
"2001-04-27",62.48004030151096,61.400056772451954,60.03360552259199
"2001-04-28",62.90136022676339,61.74156309913357,60.402749558763865
"2001-04-29",63.727002258185436,61.74282092763872,60.64323842484507
"2001-04-30",64.0068937019316,62.03090003611599,61.629267166512854
"2001-05-01",64.17910162384976,62.589576237725126,61.631912052198714
"2001-05-02",65.0347722023069,63.56201462646464,61.72484159483849
"2001-05-03",65.10939930691589,63.73967453841432,62.023357897612264
"2001-05-04",65.15174407068993,64.00590573505488,62.7370948054902
"2001-05-05",65.4403997449719,64.41954697519843,63.545509146585914
"2001-05-06",66.33061203064256,65.28345471001127,63.93311767010533
"2001-05-07",66.99208431247504,65.57157139528496,64.33354740847436
"2001-05-08",67.53379582961225,66.00220270357521,65.26781808880908
"2001-05-09",68.1618366864978,66.82495413661378,65.4860881859368
"2001-05-10",68.75801610485324,67.55556071931201,65.86269044163733
"2001-05-11",69.12256529658907,67.62592915772166,66.1782140270838
"2001-05-12",70.07925830407875,68.222852902276,66.43849960310575
"2001-05-13",70.18799559751886,69.17453655882657,66.52485203168824
"2001-05-14",70.22179739098588,69.6635439145317,66.69957172697538
"2001-05-15",70.681544905605,69.81953026236272,66.99594622296173
"2001-05-16",71.28443581421355,70.27651092967113,67.95713219674653
"2001-05-17",71.51566182348448,70.81488220600271,68.85648091411414
"2001-05-18",72.28396394150005,71.15481640109847,68.99227148778675
"2001-05-19",72.6784602338778,72.08589268661683,69.12831446591551
"2001-05-20",73.67459533948988,72.17923140474181,69.15851860313654
"2001-05-21",73.75536894605261,73.03677957621873,69.52316680346276
"2001-05-22",73.96734415928668,73.95749153593262,69.96059722074884
"2001-05-23",74.46088264119753,74.27001780492073,70.53279165936323
"2001-05-24",74.59388157582143,75.13588773179195,71.12553252563002
"2001-05-25",75.41490834593178,75.92122247465547,71.16539116036503
"2001-05-26",75.5258522512979,76.37829719223558,72.02321939781467
"2001-05-27",76.21005961163547,77.25616989007767,72.02370519839135
"2001-05-28",76.9623486616078,77.72063776839639,72.57195440624857
"2001-05-29",77.09100870216923,78.57589719068403,73.45466425224434
"2001-05-30",78.0523346436644,79.18022750967783,73.62016548304877
"2001-05-31",78.53171235389567,79.26619915507045,74.46733840745698
"2001-06-01",79.20552175504842,79.64048614998373,75.25599525376035
"2001-06-02",79.9211542333896,79.79113339062532,75.30321426036465
"2001-06-03",80.56953075564152,80.39723949942884,76.02753817015912
"2001-06-04",80.91730002900782,81.32219846740391,76.12005792392372
"2001-06-05",81.01405212978932,82.18176233133667,76.15137345684896
"2001-06-06",81.53976927588148,82.42288375906037,76.49939593816465
"2001-06-07",82.48782994806899,82.94626434744112,77.10809806702434
"2001-06-08",83.31355511320896,83.8400370167746,77.5402448025361
"2001-06-09",83.38786671687906,84.68545819633633,78.04534135420016
"2001-06-10",84.12003667219227,84.76147532781773,78.31686558287755
"2001-06-11",84.89110485935994,85.22790790500349,78.99073645385782
"2001-06-12",85.32962561060931,85.58786719202878,79.333187572854
"2001-06-13",85.56296800271568,86.56461424259072,79.9857356171406
"2001-06-14",86.20091864226653,86.87666412001045,80.0368064296759
"2001-06-15",86.27271501539457,87.09876023870854,80.4427502172177
"2001-06-16",86.34113476163006,87.3098254575357,80.47055241434082
"2001-06-17",86.74024468752606,87.89528281580623,81.27849132761204
"2001-06-18",87.71116205821784,88.40700072283704,81.48753872393164
"2001-06-19",87.76566312890897,88.63469452463374,81.72428725573526
"2001-06-20",87.89323190041948,88.69550551068201,82.06897315793461
"2001-06-21",88.5809666496169,89.33992278819117,82.53405687790726
"2001-06-22",88.97801415148714,89.696879753499,82.58032382989212
"2001-06-23",89.32465343195462,89.85021844204235,82.91857905438526
"2001-06-24",89.46114054599819,90.17375261868081,83.45637028821356
"2001-06-25",89.9263792524813,90.62826917770428,84.3594440798437
"2001-06-26",90.25254892386458,90.87346787084971,84.7172041208424
"2001-06-27",90.50655099670253,91.50187194750897,85.56435964748556
"2001-06-28",90.67677633884696,91.96582121440908,85.67466619025366
"2001-06-29",90.83179778503549,92.13636199426843,86.43991305969354
"2001-06-30",91.37621540417584,92.66625468495467,86.84941552388793
"2001-07-01",91.40358570773083,93.07276033930195,87.74477601802803
"2001-07-02",91.90038674414517,93.21134524383966,88.63696304956066
"2001-07-03",92.17651214656922,93.98736315610539,89.06634152668911
"2001-07-04",92.81970583475973,94.95371678658645,89.63051272428567
"2001-07-05",93.14598243180279,95.7369178257181,90.54857558966424
"2001-07-06",93.8177313653747,95.98450787051283,90.84211294707445
"2001-07-07",94.23452423058365,96.0578752543537,91.32085616938983
"2001-07-08",95.06295199287021,96.89642176754528,91.75784700347565
"2001-07-09",95.12891277294739,97.46582502530333,92.58826667993634
"2001-07-10",95.7663652784353,98.05469929263629,93.55089101412774
"2001-07-11",96.03521527368625,98.21926164880561,93.67209414007176
"2001-07-12",96.83646146211568,99.08223175904764,93.79926150319014
"2001-07-13",97.75703716086369,99.12914502451899,94.54129086958693
"2001-07-14",98.66388072606519,99.89906487468971,95.42456265697918
"2001-07-15",99.39077855935554,100.60530170813671,96.03594379868481
"2001-07-16",99.9606957799635,101.4794850192029,96.341135536294
"2001-07-17",100.8209541612258,102.25250537758883,97.1182525662316
"2001-07-18",101.78724947784927,102.63118104932286,97.27364503059012
"2001-07-19",102.41106895580947,103.59140408178725,97.95020685838834
"2001-07-20",102.52685190375348,104.54235867083429,98.11925267385308
"2001-07-21",102.78191769576067,104.63471543197464,98.24602076306617
"2001-07-22",103.7194173873056,104.7653349039528,98.52948466262642
"2001-07-23",104.1961082274632,104.88676170018212,98.78699206424912
"2001-07-24",104.96212459723952,105.75406457542604,99.0239601145741
"2001-07-25",105.1791443740253,106.70002852046235,99.0812629990806
"2001-07-26",105.91465237367527,107.4553753044452,99.98404663298702
"2001-07-27",106.00703516547578,108.11023074154166,100.59304093937295
"2001-07-28",106.18777333720048,108.71398384644306,101.4834315708017
"2001-07-29",106.76703968938018,109.20486174233253,101.98586934033159
"2001-07-30",107.75726152443798,109.92376480896651,102.77565963319523
"2001-07-31",108.32367262853765,110.72322555722023,102.99740028339154
"2001-08-01",108.80334104746493,111.2346227541129,103.04027707717822
"2001-08-02",109.78919336633376,111.56948841519946,103.29936945031552
"2001-08-03",110.07217784924413,112.0490347545195,103.4479523237308
"2001-08-04",110.12434500738533,112.09549217680569,104.02985943346332
"2001-08-05",110.53028631171959,112.19519828516795,104.63739953764771
"2001-08-06",110.95840944626852,112.93464657135159,105.63468540332364
"2001-08-07",111.93325316983508,113.27296333361843,106.61817237483014
"2001-08-08",112.69172506108784,114.05616293038283,107.01680446572861
"2001-08-09",113.38470739054992,114.34192629381377,107.2805282417125
"2001-08-10",113.58566534060638,115.11994998367065,107.76232291233403
"2001-08-11",114.23216558381141,115.61070841110227,107.8724955989498
"2001-08-12",114.65669313971652,116.04319293753103,108.41888785127044
"2001-08-13",115.41794227336302,116.75112348439886,108.50536589268177
"2001-08-14",116.34177406154295,117.26995585538029,109.03336168625435
"2001-08-15",116.98810265839253,117.95897514025857,109.08220681026278
"2001-08-16",117.04375776066081,118.89925195291912,109.72148719401937
"2001-08-17",117.41852109144723,118.96212872334269,110.64874677768765
"2001-08-18",118.07098432618045,119.81285067285,111.40059215028887
"2001-08-19",118.2112444189999,120.5065984329723,111.43113123155739
"2001-08-20",118.21923879906653,121.44221289690394,111.46438268675493
"2001-08-21",118.58274005272378,122.24607569197822,111.48036838930634
"2001-08-22",119.2044548285399,123.00672763379269,111.50883391825282
"2001-08-23",119.30514420454753,123.01125527878622,111.79206477311897
"2001-08-24",120.2042719209875,123.01252219019088,112.73124365668545
"2001-08-25",120.3269035446755,123.70592641085567,113.02650930502274
"2001-08-26",120.34940562329336,124.22173563038999,113.15856509006741
"2001-08-27",121.05566102252321,124.55236405333837,113.8877620163274
"2001-08-28",121.35675379338285,125.19044576193969,114.2682862751499
"2001-08-29",121.42080138708326,126.11175725534054,115.17969962993907
"2001-08-30",121.990206505119,126.49608536078956,115.51985319616708
"2001-08-31",122.79624656812116,126.96953834954067,116.05386662660203
"2001-09-01",123.2922525483562,127.90449906400751,116.12926282416984
"2001-09-02",124.11577063221853,128.23619516103676,116.8127681332987
"2001-09-03",124.24090205777573,129.0809004583297,117.16699381091587
"2001-09-04",124.51034993941416,129.36088134043942,117.46039532357653
"2001-09-05",125.4767246139799,129.52099398179237,118.27648654838508
"2001-09-06",126.3713499460476,129.9634971272582,118.28347644818096
"2001-09-07",126.83891824034941,130.1800937920103,118.73959768414313
"2001-09-08",127.09982700799075,130.7136129193167,119.72060377719625
"2001-09-09",127.5526847708527,131.02584297653738,120.47182302907028
"2001-09-10",127.73772357272122,131.63824351217184,121.31395325983645
"2001-09-11",127.93639062178697,132.14036634335594,122.03615903381045
"2001-09-12",128.6585308160565,132.37764004343524,122.08577540771348
"2001-09-13",129.1324216583443,132.92154006533377,122.28771246079498
"2001-09-14",130.0385571659597,133.125474997209,123.12160883189918
"2001-09-15",130.2577950008003,133.95289491204758,124.06996942345351
"2001-09-16",130.77261070557083,134.90085806131762,124.93962043860971
"2001-09-17",131.37484156839096,135.67752432187618,125.86145977466492
"2001-09-18",132.29492849761795,136.3498486956358,126.19471516459335
"2001-09-19",132.8992585179429,136.54066430434935,127.0509922371607
"2001-09-20",133.02214841369153,136.9737321769056,127.17360634697036
"2001-09-21",133.42032483314014,137.09333282174515,128.03756190323617
"2001-09-22",133.82297103281974,137.53994726836288,128.2289041260157
"2001-09-23",134.14092824776563,138.25880971555048,128.90830938383758
"2001-09-24",134.9015779439617,138.58941209110552,128.90833839917056
"2001-09-25",135.12413699750368,139.49051695100462,129.70318267185937
"2001-09-26",135.26774611501241,139.77629724826082,129.89568719778143
"2001-09-27",136.00452271648055,139.95578613362764,130.86698065480243
"2001-09-28",136.14258353674555,140.1768267004792,131.47681450404747
"2001-09-29",136.219479673741,141.09915842268856,132.0634419808894
"2001-09-30",137.15977400547862,142.0297416400779,132.21963070511248
"2001-10-01",137.7197536990641,142.57441685456675,133.04752346702412
"2001-10-02",138.6370161220117,143.53477765405793,133.78467012695094
"2001-10-03",138.65437298744413,144.12161183697796,133.8601310812014
"2001-10-04",139.45889373613645,144.93793424871293,134.82608734323327
"2001-10-05",139.69600826288104,145.0779456182554,135.40124231299538
"2001-10-06",139.96455224129693,145.77348529624925,136.139553131552
"2001-10-07",140.1570819986291,146.354462605639,137.13487350135065
"2001-10-08",140.9099648091525,146.8606622186512,137.22283284371522
"2001-10-09",141.4270043160901,147.5380583819933,138.05724009043666
"2001-10-10",142.4131648942663,147.97015644745719,138.1570901026494
"2001-10-11",143.32622681163338,148.94784554730938,139.0645663001923
"2001-10-12",144.0358635450125,149.44195463406533,139.8612436337923
"2001-10-13",144.8095941749127,149.64929589435596,140.75632653180276
"2001-10-14",145.44475958831134,149.99391857021868,141.44509934759776
"2001-10-15",146.0389295982327,150.33869435617677,141.88051302831934
"2001-10-16",147.00321783590044,150.88830955755643,142.74668623314454
"2001-10-17",147.2984856848601,151.87730857010445,143.42544175117092
"2001-10-18",147.76125237964493,152.05929614026036,143.73509173390664
"2001-10-19",148.35507888020356,152.65619539935247,144.24560900024082
"2001-10-20",149.0278342603919,153.60856988972324,144.9883696049091
"2001-10-21",149.50417700770035,154.19373582488296,145.39324527119996
"2001-10-22",149.57602375987932,154.5113452148401,145.76243794336767
"2001-10-23",149.9113797908013,154.58169292123185,145.77218165129761
"2001-10-24",150.83837384067954,155.4058971368912,146.28258724579058
"2001-10-25",151.5069166204063,155.98066993425786,146.89370971915542
"2001-10-26",152.2239530035126,156.4838057742278,147.52832141156256
"2001-10-27",152.78339975615083,156.96141767476414,148.04502607205012
"2001-10-28",152.8477591798567,157.95122669498957,148.4104434434172
"2001-10-29",153.08676625197646,158.4735053526851,149.1621715777184
"2001-10-30",153.35859024671737,159.06391160063995,149.1812821624202
"2001-10-31",154.26037072022618,159.6376112982164,149.27325715015795
"2001-11-01",155.14725460631905,160.1025573992836,149.93717154150198
"2001-11-02",155.43498919215946,160.78211630746068,150.5190737926484
"2001-11-03",155.49033890430175,161.72026801951498,150.95678616093778
"2001-11-04",156.24877346360776,161.83839225938334,151.15629185856906
"2001-11-05",156.3043071171837,162.14247244439065,151.4200278084377
"2001-11-06",156.30994699351697,162.42586390597955,151.87163087095027
"2001-11-07",157.16288048319282,163.3854288783819,152.735394451265
"2001-11-08",157.24276915354665,164.24778072947805,152.85211513405
"2001-11-09",158.06473834955443,164.79970123801945,152.99344546461384
"2001-11-10",158.3610865238182,165.33172111335568,153.27393779576852
"2001-11-11",158.6837961654539,165.51937366495923,154.14472879618424
"2001-11-12",159.08171163815481,166.37378008137196,155.1259955045378
"2001-11-13",159.83271647558504,166.52179527338367,155.9063580324438
"2001-11-14",159.8379204255972,167.43457802896728,156.46793646909626
"2001-11-15",160.12873487061023,168.02573590460858,157.02435476340762
"2001-11-16",160.38661208867398,169.0020622936256,157.26713887401218
"2001-11-17",160.43063493033446,169.83634856060465,158.1303614378444
"2001-11-18",161.16755243536034,170.47667635014705,159.07489149701865
"2001-11-19",161.4777698661253,171.07177999963872,159.66201048454786
"2001-11-20",161.7905546173142,171.88576657656603,160.24888867172135
"2001-11-21",162.7533348352695,172.04120760520266,160.29224593427347
"2001-11-22",163.0604922860668,172.6406858139606,161.09834707424196
"2001-11-23",164.0103826641133,172.8154298329792,161.3257925799721
"2001-11-24",164.80943121701935,173.71078620933332,161.39373809928418
"2001-11-25",165.47477832095197,174.29860270112047,161.5197491696111
"2001-11-26",165.94835911169636,175.16521701635406,161.9906110075557
"2001-11-27",166.18730564810946,175.24949310423898,162.2921011992008
"2001-11-28",167.05547272728464,175.6955465561689,162.77287513894623
"2001-11-29",167.06999012899817,175.74797644446787,163.28692370105307
"2001-11-30",168.06158646065714,176.7036742591351,164.16184800907436
"2001-12-01",168.17558422105014,177.04124017298847,165.15371379629596
"2001-12-02",168.35160960380907,177.95658588139162,165.8482637786784
"2001-12-03",169.08781331691523,178.4373722912688,166.25398796416502
"2001-12-04",169.6499962931975,178.61474815687615,166.2806751722948
"2001-12-05",170.49287792083885,179.5476275325009,166.77968223598955
"2001-12-06",170.55182125738332,179.59899625930993,167.74651412554167
"2001-12-07",171.12256688057514,179.7546131656684,167.9199370254892
"2001-12-08",171.2169359545718,179.80251636232776,168.27242570742604
"2001-12-09",172.1866506420144,180.2628181842187,169.11521141642473
"2001-12-10",172.609199222782,180.40473913018835,169.17405050514714
"2001-12-11",173.53064330093827,181.05622742743185,169.56484768351874
"2001-12-12",174.29581142621646,182.04213400637693,170.16240341399453
"2001-12-13",175.0360347057196,182.9861977078319,170.5249276418516
"2001-12-14",175.15869101699207,183.77575165999164,170.97259202820322
"2001-12-15",175.23414686963233,184.0165258276376,171.08298716599268
"2001-12-16",175.34947371910658,184.55967279502661,171.5342452881652
"2001-12-17",176.0849997389167,185.14603906505744,172.31719079053872
"2001-12-18",176.1232938982786,186.01836563493254,173.19531173164336
"2001-12-19",176.81640961345963,187.00225536114206,173.4569949515239
"2001-12-20",177.42958286545672,187.5351406282081,174.14285808242704
"2001-12-21",177.870226129048,188.48095392379864,174.776932940842
"2001-12-22",178.4159760480765,188.52671902152184,174.99861727507337
"2001-12-23",178.85662009701952,188.54355947345033,175.71448772803942
"2001-12-24",179.00763183064612,188.87361580626228,176.31419832824827
"2001-12-25",179.66218573886962,188.88833318422405,177.1876073675587
"2001-12-26",180.2739999844975,189.65520643954966,177.33938751260567
"2001-12-27",181.1834679189089,189.98096106042175,177.9590651682531
"2001-12-28",181.3511380048557,190.50633509917705,178.08082563382447
"2001-12-29",182.20766955273066,191.28808383080147,178.74745432595017
"2001-12-30",182.77429226727423,191.6574677915058,179.08882909813434
"2001-12-31",183.34914188055606,192.56420189026963,179.2336033426201
